ID,PROBABILITY_OF_DEFAULT,CREDIT_SCORE,RISK_BAND
5010173,0.09982926,496,Very High Risk
5010175,0.31414643,397,Very High Risk
5010177,0.07381934,516,Very High Risk
5010182,0.00042549236,712,Medium Risk
5010183,0.00039997132,718,Medium Risk
5010184,0.00039997132,718,Medium Risk
5010185,0.00047109445,702,Medium Risk
5010186,0.00025792452,766,Medium Risk
5010187,0.00042549236,712,Medium Risk
5010188,0.04975011,537,Very High Risk
5010190,0.93593234,314,Very High Risk
5010192,0.00021247103,787,Medium Risk
5010193,0.0003954464,719,Medium Risk
5010195,0.00032610886,739,Medium Risk
5010196,0.0006480628,675,High Risk
5010199,0.91134447,318,Very High Risk
5010202,0.0006613671,674,High Risk
5010208,0.00029965577,749,Medium Risk
5010215,0.3906488,379,Very High Risk
5010218,0.22583231,428,Very High Risk
5010224,0.0004515966,706,Medium Risk
5010226,0.8942206,320,Very High Risk
5010227,0.00020460677,791,Medium Risk
5010228,6.8795016e-05,877,Low Risk
5010231,0.30603093,400,Very High Risk
5010234,0.00044577263,707,Medium Risk
5010235,0.04091957,547,Very High Risk
5010236,0.00030954008,745,Medium Risk
5010241,0.00014117356,827,Low Risk
5010242,0.09420702,500,Very High Risk
5010243,0.012681984,593,Very High Risk
5010244,0.00019359453,797,Medium Risk
5010245,0.09420702,500,Very High Risk
5010246,0.0018249222,633,High Risk
5010248,0.00022162126,782,Medium Risk
5010249,0.0002607218,765,Medium Risk
5010253,0.007075899,608,High Risk
5010257,0.00016691932,812,Low Risk
5010258,2.9091125e-05,895,Low Risk
5010259,3.0987045e-05,895,Low Risk
5010261,0.0010098914,650,High Risk
5010262,0.01986537,579,Very High Risk
5010263,2.6108646e-05,896,Low Risk
5010264,0.0024970272,627,High Risk
5010265,0.0026741377,626,High Risk
5010266,0.013362898,592,Very High Risk
5010268,0.00011323697,847,Low Risk
5010269,0.010862866,598,Very High Risk
5010270,0.0026741377,626,High Risk
5010271,0.00021814677,784,Medium Risk
5010272,0.00011323697,847,Low Risk
5010273,0.022226915,575,Very High Risk
5010274,0.0047589927,616,High Risk
5010275,1.7083477e-05,899,Low Risk
5010276,0.0024970272,627,High Risk
5010277,0.0002497968,770,Medium Risk
5010278,0.010507905,599,Very High Risk
5010279,0.000116517556,845,Low Risk
5010281,0.0011940219,644,High Risk
5010282,0.011107453,597,Very High Risk
5010295,0.00012409134,840,Low Risk
5010296,0.9504764,311,Very High Risk
5010298,0.7969125,331,Very High Risk
5010302,0.038454544,550,Very High Risk
5010303,0.00013923162,829,Low Risk
5010304,0.12341151,481,Very High Risk
5010305,0.0003894856,721,Medium Risk
5010306,0.01877642,581,Very High Risk
5010309,0.183836,448,Very High Risk
5010310,0.183836,448,Very High Risk
5010311,0.017281922,584,Very High Risk
5010312,0.09587249,499,Very High Risk
5010313,0.0002551937,767,Medium Risk
5010314,0.09587249,499,Very High Risk
5010315,0.18839689,446,Very High Risk
5010316,0.09587249,499,Very High Risk
5010317,0.15284015,464,Very High Risk
5010319,8.849866e-05,863,Low Risk
5010320,0.009088387,602,High Risk
5010323,0.7306869,336,Very High Risk
5010325,0.0017449494,634,High Risk
5010326,0.00077366026,664,High Risk
5010327,0.91374487,318,Very High Risk
5010328,0.290407,405,Very High Risk
5010330,0.0004365753,709,Medium Risk
5010331,0.00078323163,664,High Risk
5010332,0.48619658,361,Very High Risk
5010334,0.7306869,336,Very High Risk
5010335,0.00024419764,772,Medium Risk
5010336,0.22449034,429,Very High Risk
5010337,0.033623334,556,Very High Risk
5010339,0.7146504,338,Very High Risk
5010340,0.00092533196,655,High Risk
5010341,0.00096971315,652,High Risk
5010342,0.4320413,370,Very High Risk
5010344,0.7759465,333,Very High Risk
5010346,0.00712272,608,High Risk
5010347,8.758038e-05,863,Low Risk
5010351,0.00011888373,844,Low Risk
5010352,0.00011888373,844,Low Risk
5010356,4.2325606e-05,890,Low Risk
5010360,0.00016618372,812,Low Risk
5010361,0.0004947513,697,High Risk
5010362,0.00029407657,751,Medium Risk
5010365,0.0008356272,660,High Risk
5010366,0.0006306019,678,High Risk
5010368,0.00084638014,659,High Risk
5010369,0.00048551112,699,High Risk
5010373,0.00035203664,732,Medium Risk
5010374,0.0001467609,824,Low Risk
5010375,0.0010906138,647,High Risk
5010376,0.0001557869,818,Low Risk
5010377,0.0010906138,647,High Risk
5010378,0.00010501088,852,Low Risk
5010379,0.00018935869,799,Medium Risk
5010381,0.00010908918,849,Low Risk
5010382,0.000100278834,855,Low Risk
5010383,0.00011642048,845,Low Risk
5010388,0.0038520303,620,High Risk
5010389,0.22851942,427,Very High Risk
5010390,0.18741493,446,Very High Risk
5010391,0.061548084,526,Very High Risk
5010394,0.010963558,598,Very High Risk
5010397,9.414787e-05,859,Low Risk
5010398,0.010963558,598,Very High Risk
5010404,0.6057336,348,Very High Risk
5010408,0.40376946,376,Very High Risk
5010411,0.5408727,354,Very High Risk
5010414,0.0011642644,645,High Risk
5010416,0.05534587,532,Very High Risk
5010417,0.0073612216,607,High Risk
5010419,6.906682e-05,876,Low Risk
5010420,0.00022046588,783,Medium Risk
5010421,0.086930394,505,Very High Risk
5010423,0.106243156,492,Very High Risk
5010424,0.086930394,505,Very High Risk
5010425,0.15158236,465,Very High Risk
5010426,0.10225582,495,Very High Risk
5010427,0.15779527,461,Very High Risk
5010428,0.086930394,505,Very High Risk
5010429,0.00022046588,783,Medium Risk
5010430,0.09623843,499,Very High Risk
5010432,0.00012522248,839,Low Risk
5010434,0.09650045,499,Very High Risk
5010435,0.083468676,508,Very High Risk
5010436,0.07282054,516,Very High Risk
5010439,0.025354732,570,Very High Risk
5010443,0.12353716,481,Very High Risk
5010444,0.048698105,538,Very High Risk
5010448,0.0018380309,633,High Risk
5010450,0.5617759,352,Very High Risk
5010453,0.25541517,416,Very High Risk
5010454,0.00032553825,739,Medium Risk
5010455,0.008834397,603,High Risk
5010456,0.12553501,480,Very High Risk
5010457,0.00029226564,752,Medium Risk
5010458,0.4582892,365,Very High Risk
5010459,0.30549252,400,Very High Risk
5010460,0.11262612,488,Very High Risk
5010461,0.12648238,479,Very High Risk
5010462,0.00015885888,816,Low Risk
5010463,0.057775635,529,Very High Risk
5010465,0.15005592,466,Very High Risk
5010467,0.00020301637,792,Medium Risk
5010468,0.2671691,412,Very High Risk
5010470,0.27781433,409,Very High Risk
5010471,0.046392646,541,Very High Risk
5010472,0.22885369,427,Very High Risk
5010473,5.535336e-05,884,Low Risk
5010474,0.00013192846,835,Low Risk
5010481,0.05744834,530,Very High Risk
5010482,0.24339795,421,Very High Risk
5010491,0.061790697,526,Very High Risk
5010493,2.8382743e-05,896,Low Risk
5010496,0.00022604567,780,Medium Risk
5010497,0.038023464,551,Very High Risk
5010499,0.16073859,459,Very High Risk
5010500,0.00013696228,831,Low Risk
5010501,0.012348172,594,Very High Risk
5010503,0.00010880703,850,Low Risk
5010512,0.0005249467,692,High Risk
5010513,0.027922425,565,Very High Risk
5010515,0.023210304,573,Very High Risk
5010516,0.004943935,616,High Risk
5010517,0.004943935,616,High Risk
5010518,7.985335e-05,869,Low Risk
5010520,0.0033215075,623,High Risk
5010522,0.18042272,450,Very High Risk
5010524,7.985335e-05,869,Low Risk
5010528,0.24826138,419,Very High Risk
5010530,0.0033215075,623,High Risk
5010531,0.0004130723,714,Medium Risk
5010533,0.20017208,440,Very High Risk
5010535,0.00051761005,693,High Risk
5010538,0.0009364818,654,High Risk
5010539,0.028201673,565,Very High Risk
5010541,0.00051761005,693,High Risk
5010545,0.01805383,582,Very High Risk
5010546,0.030278897,562,Very High Risk
5010549,0.34156993,390,Very High Risk
5010556,0.22125128,430,Very High Risk
5010557,0.0002454048,772,Medium Risk
5010558,0.21193154,434,Very High Risk
5010559,0.00044597,707,Medium Risk
5010560,0.43115503,371,Very High Risk
5010566,0.52015454,357,Very High Risk
5010567,0.00019384443,797,Medium Risk
5010573,0.0001876705,800,Low Risk
5010574,0.298277,401,Very High Risk
5010575,0.00012357898,841,Low Risk
5010578,0.046158984,541,Very High Risk
5010579,0.00015304347,820,Low Risk
5010583,0.20244758,439,Very High Risk
5010586,0.0007938392,663,High Risk
5010589,0.027349623,566,Very High Risk
5010590,0.0004503156,706,Medium Risk
5010592,0.0010709848,648,High Risk
5010601,0.0077993697,606,High Risk
5010602,0.00013676795,831,Low Risk
5010603,0.03272608,558,Very High Risk
5010604,8.39476e-05,866,Low Risk
5010607,0.0002736901,759,Medium Risk
5010610,0.0002736901,759,Medium Risk
5010613,0.00017691494,806,Low Risk
5010615,3.946795e-05,891,Low Risk
5010616,0.012510772,594,Very High Risk
5010617,4.6368332e-05,888,Low Risk
5010620,0.03013553,562,Very High Risk
5010621,0.10651414,492,Very High Risk
5010622,0.00023960185,774,Medium Risk
5010623,0.034799248,555,Very High Risk
5010624,0.034902517,555,Very High Risk
5010632,0.28162906,408,Very High Risk
5010633,0.745701,335,Very High Risk
5010635,0.0008685427,658,High Risk
5010636,0.29155508,404,Very High Risk
5010637,0.28162906,408,Very High Risk
5010638,0.088240676,504,Very High Risk
5010639,0.006421893,610,High Risk
5010640,0.0007782317,664,High Risk
5010641,0.00030973932,745,Medium Risk
5010647,0.059316523,528,Very High Risk
5010651,0.059316523,528,Very High Risk
5010652,0.6838387,340,Very High Risk
5010653,0.010833523,598,Very High Risk
5010655,0.02792765,565,Very High Risk
5010656,0.0005102477,694,High Risk
5010659,0.00034116898,734,Medium Risk
5010660,0.02792765,565,Very High Risk
5010661,0.0005102477,694,High Risk
5010662,0.0033823652,622,High Risk
5010664,0.38637483,380,Very High Risk
5010666,0.00016538275,812,Low Risk
5010667,0.00013514655,832,Low Risk
5010668,0.00016538275,812,Low Risk
5010671,0.00016411846,813,Low Risk
5010673,0.1652232,457,Very High Risk
5010674,0.06885866,520,Very High Risk
5010677,5.960948e-05,881,Low Risk
5010678,0.00011317253,847,Low Risk
5010679,0.091765724,502,Very High Risk
5010680,0.64386654,344,Very High Risk
5010681,0.12990591,478,Very High Risk
5010682,0.00011317253,847,Low Risk
5010683,0.00016647775,812,Low Risk
5010684,0.18982501,445,Very High Risk
5010685,0.119939566,483,Very High Risk
5010686,0.23935905,423,Very High Risk
5010689,0.0012343763,643,High Risk
5010690,0.75914675,334,Very High Risk
5010691,0.0001377405,830,Low Risk
5010694,0.0001377405,830,Low Risk
5010697,0.07901424,512,Very High Risk
5010702,0.0017213892,634,High Risk
5010703,0.00012947296,837,Low Risk
5010706,0.24168578,422,Very High Risk
5010707,0.06282985,525,Very High Risk
5010708,0.06282985,525,Very High Risk
5010710,0.00071087934,669,High Risk
5010715,0.038287096,551,Very High Risk
5010716,0.038287096,551,Very High Risk
5010722,7.04139e-05,875,Low Risk
5010724,7.655062e-05,872,Low Risk
5010726,0.038287096,551,Very High Risk
5010729,0.0068621524,608,High Risk
5010730,0.048524518,538,Very High Risk
5010731,0.038287096,551,Very High Risk
5010741,0.00052729517,691,High Risk
5010743,0.04017948,548,Very High Risk
5010745,0.004736931,617,High Risk
5010746,0.038166046,551,Very High Risk
5010747,0.00015246085,821,Low Risk
5010751,0.2838667,407,Very High Risk
5010752,0.00013516987,832,Low Risk
5010754,0.00017391023,807,Low Risk
5010755,0.00017391023,807,Low Risk
5010758,0.00068350823,671,High Risk
5010761,0.00030094988,749,Medium Risk
5010763,0.00030094988,749,Medium Risk
5010764,0.00029138202,753,Medium Risk
5010772,0.021702956,576,Very High Risk
5010773,0.032397084,558,Very High Risk
5010774,0.032397084,558,Very High Risk
5010775,0.04250742,545,Very High Risk
5010779,0.012798432,593,Very High Risk
5010781,0.00037922818,724,Medium Risk
5010782,0.0004945957,698,High Risk
5010783,0.00034129262,734,Medium Risk
5010785,0.21817766,432,Very High Risk
5010786,0.18342124,448,Very High Risk
5010787,0.18342124,448,Very High Risk
5010789,9.7482734e-05,857,Low Risk
5010790,6.664423e-05,878,Low Risk
5010791,7.866133e-05,870,Low Risk
5010792,7.866133e-05,870,Low Risk
5010797,0.0015697904,636,High Risk
5010798,0.0016069189,635,High Risk
5010799,0.0017974552,633,High Risk
5010800,0.0005599556,687,High Risk
5010801,0.00077934196,664,High Risk
5010802,0.0017974552,633,High Risk
5010803,0.00080656155,662,High Risk
5010813,0.0015331119,636,High Risk
5010814,0.00028423298,755,Medium Risk
5010815,0.0015331119,636,High Risk
5010817,0.0001424635,827,Low Risk
5010818,0.21842368,431,Very High Risk
5010819,0.9863837,302,Very High Risk
5010820,0.00088783534,657,High Risk
5010821,0.09969177,496,Very High Risk
5010822,0.00073702633,667,High Risk
5010823,0.9478349,311,Very High Risk
5010825,0.14960141,466,Very High Risk
5010826,0.0006992172,670,High Risk
5010827,0.03510963,554,Very High Risk
5010828,0.0006992172,670,High Risk
5010831,0.0006992172,670,High Risk
5010832,0.0006992172,670,High Risk
5010835,0.00023203238,777,Medium Risk
5010837,0.00018717068,800,Low Risk
5010838,0.00088952255,657,High Risk
5010839,0.001216304,644,High Risk
5010840,0.00030696276,746,Medium Risk
5010842,0.19160329,444,Very High Risk
5010843,0.028252501,565,Very High Risk
5010844,0.0008076148,662,High Risk
5010848,0.0017344729,634,High Risk
5010849,0.0017344729,634,High Risk
5010850,0.29824784,401,Very High Risk
5010854,0.00016448883,813,Low Risk
5010855,0.057392348,530,Very High Risk
5010856,0.00038720455,722,Medium Risk
5010857,0.31899503,396,Very High Risk
5010858,0.00019406395,796,Medium Risk
5010860,0.00034194966,734,Medium Risk
5010861,0.00029602172,750,Medium Risk
5010862,0.00011013073,849,Low Risk
5010864,0.9676656,307,Very High Risk
5010868,0.93730354,314,Very High Risk
5010869,0.98289096,303,Very High Risk
5010870,0.00015216385,821,Low Risk
5010871,0.015927978,586,Very High Risk
5010872,0.17343411,453,Very High Risk
5010873,9.6740245e-05,857,Low Risk
5010874,0.00025366133,768,Medium Risk
5010875,0.00034874337,732,Medium Risk
5010877,0.00022151458,782,Medium Risk
5010880,0.00026343265,764,Medium Risk
5010881,0.00017729285,806,Low Risk
5010886,0.30719405,399,Very High Risk
5010887,0.10982135,490,Very High Risk
5010888,0.22397257,429,Very High Risk
5010890,0.22102194,430,Very High Risk
5010891,0.2586988,415,Very High Risk
5010892,0.1159463,486,Very High Risk
5010893,0.19617361,442,Very High Risk
5010894,0.30161577,401,Very High Risk
5010897,0.1537908,463,Very High Risk
5010898,0.00014342157,826,Low Risk
5010899,0.0003286087,738,Medium Risk
5010900,0.13079423,477,Very High Risk
5010903,0.36567193,384,Very High Risk
5010908,0.8088195,330,Very High Risk
5010910,0.6489963,343,Very High Risk
5010913,0.7631643,334,Very High Risk
5010916,0.00016059236,815,Low Risk
5010921,0.0007839933,663,High Risk
5010923,0.9614466,308,Very High Risk
5010925,6.430231e-05,879,Low Risk
5010926,6.430231e-05,879,Low Risk
5010934,0.116013944,486,Very High Risk
5010935,0.19913808,440,Very High Risk
5010937,9.018101e-05,862,Low Risk
5010938,0.17653881,451,Very High Risk
5010939,0.17653881,451,Very High Risk
5010941,0.15375507,463,Very High Risk
5010943,0.13708705,473,Very High Risk
5010945,0.33604333,391,Very High Risk
5010947,0.33604333,391,Very High Risk
5010948,0.82811207,328,Very High Risk
5010949,0.33391327,392,Very High Risk
5010950,0.0010354468,649,High Risk
5010951,0.33604333,391,Very High Risk
5010952,0.33604333,391,Very High Risk
5010953,0.00010466447,852,Low Risk
5010954,0.030865025,561,Very High Risk
5010956,3.715562e-05,892,Low Risk
5010957,7.397205e-05,874,Low Risk
5010959,0.00014849572,823,Low Risk
5010961,0.8791912,322,Very High Risk
5010964,0.7654108,334,Very High Risk
5010972,0.00034352802,734,Medium Risk
5010974,0.060933057,527,Very High Risk
5010975,0.111059204,489,Very High Risk
5010976,0.060933057,527,Very High Risk
5010980,0.84394413,326,Very High Risk
5010981,0.037349213,552,Very High Risk
5010982,0.037349213,552,Very High Risk
5010983,0.0001532941,820,Low Risk
5010984,0.00013004335,836,Low Risk
5010987,0.07915438,512,Very High Risk
5010989,0.00041325504,714,Medium Risk
5010990,0.31309715,398,Very High Risk
5010991,0.00029514954,751,Medium Risk
5010992,0.00036410222,728,Medium Risk
5010993,0.28342578,407,Very High Risk
5010994,0.31844786,396,Very High Risk
5010995,0.00028572464,755,Medium Risk
5010997,0.36271292,385,Very High Risk
5010998,0.0004829784,700,Medium Risk
5010999,0.28342578,407,Very High Risk
5011000,0.31309715,398,Very High Risk
5011001,0.5481294,354,Very High Risk
5011002,0.37945512,381,Very High Risk
5011003,0.4434058,368,Very High Risk
5011004,0.4434058,368,Very High Risk
5011005,0.47107238,363,Very High Risk
5011006,0.00024674542,771,Medium Risk
5011007,0.4434058,368,Very High Risk
5011008,0.2782662,409,Very High Risk
5011009,0.00022892252,779,Medium Risk
5011010,0.38569412,380,Very High Risk
5011011,0.00020979324,788,Medium Risk
5011012,0.00021171592,787,Medium Risk
5011013,0.12566963,480,Very High Risk
5011014,0.10801697,491,Very High Risk
5011023,3.0107116e-05,895,Low Risk
5011024,0.013970948,591,Very High Risk
5011025,2.9647119e-05,895,Low Risk
5011026,3.9977633e-05,891,Low Risk
5011027,0.0012272274,643,High Risk
5011028,0.00033141035,737,Medium Risk
5011029,0.00026302433,764,Medium Risk
5011031,0.14425899,469,Very High Risk
5011033,0.20920311,435,Very High Risk
5011036,0.18172629,449,Very High Risk
5011040,0.0061477283,611,High Risk
5011044,0.30195752,401,Very High Risk
5011045,0.26489067,413,Very High Risk
5018414,0.9207001,317,Very High Risk
5018419,0.13808395,472,Very High Risk
5018420,0.00043994564,708,Medium Risk
5018421,0.66606796,342,Very High Risk
5018422,0.25283363,417,Very High Risk
5018423,0.5654631,352,Very High Risk
5018424,0.000987558,651,High Risk
5018428,0.34433693,389,Very High Risk
5018429,0.91718197,317,Very High Risk
5018430,0.46184137,365,Very High Risk
5018432,0.00011567807,846,Low Risk
5018433,0.42592812,372,Very High Risk
5018439,0.11297531,488,Very High Risk
5018440,0.042862594,545,Very High Risk
5018442,0.006215222,611,High Risk
5018446,0.00014600604,825,Low Risk
5018448,0.00010946713,849,Low Risk
5018450,0.00016481883,813,Low Risk
5018451,0.047214177,540,Very High Risk
5018452,0.00016481883,813,Low Risk
5018461,0.0003344469,736,Medium Risk
5018462,0.2832211,407,Very High Risk
5018465,0.0001485253,823,Low Risk
5018467,0.089744456,503,Very High Risk
5018469,0.09862292,497,Very High Risk
5018477,0.0024196093,628,High Risk
5018478,0.44281316,368,Very High Risk
5018479,0.001396687,639,High Risk
5018480,0.00017193674,809,Low Risk
5018481,0.07598686,514,Very High Risk
5018482,0.00014133708,827,Low Risk
